ID,RECIPIENT_NAME,RECIPIENT_STREET,RECIPIENT_CITY,RECIPIENT_POSTAL,RECIPIENT_REGION,SHIPMODE,TRACEID,STATUS
663944652_5374E67E-0D6C-00A2-E0D1-F576535CAAEF,Kane N. Oneil,"P.O. Box 985, 3211 Nec Rd.",Provo,90809,Utah,Next-Day,1AD1086C-C4C2-2FAA-1E6C-16C284FF2EA9,IN NETWORK
663944653_97CD5039-24E4-F63A-2645-0A9E770BB7E0,Basia M. House,803-3974 Aliquam St.,Reno,83893,NV,Next-Day,64FEB8DA-F357-6652-9A67-01D2B5BB4D62,HANDED TO CARRIER
663944654_D0919030-02BE-372C-1DF9-2024A2463917,Merrill T. Harding,888-4367 Accumsan Av.,Baltimore,59087,Maryland,Standard,96AA1A26-2F42-C7CC-B0F9-7B708249229E,HANDED TO CARRIER
663944655_DD6CC699-4A04-C5E5-6060-FD4FEB948897,Gabriel N. Washington,"P.O. Box 739, 5529 Enim, Rd.",Newark,79516,DE,Express,5F1E89C3-7E34-4141-8724-F2A1914DE817,PENDING COLLECTION
663944656_1F5F6172-60C1-13C0-C64F-E8271CECB972,Kareem N. Clark,873-8007 Luctus Rd.,Olathe,15702,Kansas,Express,5AAA5D0E-2228-12E2-5783-B3837D039751,PREPARING SHIPMENT
663944657_8C64B8B7-D305-8F9F-E354-D2E68A732641,Isabelle S. Holmes,"8101 Lorem, Rd.",Kapolei,89543,Hawaii,Next-Day,66451464-655B-ACA2-A192-01FD24D7EA5B,PREPARING SHIPMENT
663944658_621C49F7-1666-8589-BA55-CD083566C2EE,Robert K. Kaufman,8744 Auctor Street,Anchorage,99592,Alaska,Standard,EFD8FA1F-22DB-3023-AE10-97EDF61D7082,PREPARING SHIPMENT
663944659_9AE2B9E8-71DF-5D61-036C-B0F630F06BAE,Colt Z. Carr,Ap #535-7923 Donec Avenue,St. Petersburg,53108,Florida,Standard,DC2D4441-7C9A-2F2C-B395-E17D6ED7E75F,IN NETWORK
663944660_56485B52-6005-4058-5DA2-4A392E1CA860,Hilel O. Nunez,"P.O. Box 301, 559 Justo Avenue",Akron,49252,OH,Standard,3DAC09FF-D3C3-7792-6B31-7D8F9388DAD3,PENDING COLLECTION
663944661_A3520455-6A1D-4EC7-9486-C4F5426B54A7,Kasimir S. Mitchell,385-2264 Felis Av.,Southaven,32315,MS,Next-Day,C7394FBB-423C-01D8-8E9D-050724E2FACD,PREPARING SHIPMENT
663944662_856CF0FC-43B4-084C-71E0-AF42AADE7B93,Ivory N. Burch,Ap #307-1872 Ante Street,Nampa,87171,ID,Express,2EAC121B-4BB8-2C6E-40EC-049B258A3BF1,IN NETWORK
663944663_2D9CE7F9-D746-18F6-D5B7-EB65A2C86283,Indigo X. Bean,"253-8024 At, Avenue",Omaha,32955,Nebraska,Next-Day,1129A7AB-F850-3CF9-BF2B-3491E0EE883C,IN NETWORK
663944664_AF1EA068-AE32-FB38-1349-57299E0779B1,Gavin M. Glover,1764 Cras Rd.,Olathe,72590,KS,Express,C4DCEA5A-DBA8-DE25-6272-4DEB1339F674,DELIVERED
663944665_75DDA679-23E1-523E-4912-2C1A6F30249D,Alisa I. Hebert,386-1677 A St.,Boise,74239,ID,Standard,5AB68681-9627-62BE-10D5-1D24D8F2143A,IN NETWORK
663944666_2D2422D5-90CF-DD25-F7EB-EDB7C7F91FD6,Gisela M. Knapp,Ap #734-4954 Vel Rd.,Gulfport,30014,Mississippi,Express,43D9C891-1A5B-8CEC-C37A-CC2F8A8D9030,HANDED TO CARRIER
663944667_42847703-6F9E-26F2-89CD-667DC0D3A1EB,Beau Y. Yang,426-7205 Iaculis Avenue,Kailua,45885,Hawaii,Standard,23525C73-00D6-155B-A0BA-FF5A47818090,IN NETWORK
663944668_D747265B-5EDE-AD4A-E858-073C30F27554,Katelyn N. Pickett,174-3690 Sed St.,Kapolei,51145,Hawaii,Express,1F79604D-44D2-CC57-5A7A-65D7674EB401,PREPARING SHIPMENT
663944669_87B2BE30-B090-0C5E-A766-2DC4BEA78259,Mark S. Chase,"P.O. Box 874, 7404 Tincidunt St.",Gary,62499,Indiana,Next-Day,A6F7CEA7-E19E-EAD2-7E89-B944E40EFC2E,PREPARING SHIPMENT
663944670_B01340CB-659A-6A19-6F59-1E95B37B57C2,September U. Quinn,"P.O. Box 418, 5627 Magna. Ave",Seattle,79899,Washington,Next-Day,4CEDC6F6-AE38-2AE1-C3BB-EFD720722266,PENDING COLLECTION
663944671_61830BEC-4A02-DDA8-80C6-B80B4CDD4C34,Abbot Q. Mayer,512 At Rd.,Rock Springs,36164,Wyoming,Express,033CCCB6-FC10-821E-D75F-251746DD958E,PREPARING SHIPMENT
663944672_4AE70F39-1CAA-EED6-91E3-4A187C8481F0,Noble X. Simon,944-3963 Tincidunt Av.,Hilo,33446,HI,Express,7637E8F9-9665-9258-03CF-D092D38BC260,PENDING COLLECTION
663944673_865947D7-D0D2-7F20-9F9A-47715677C222,Barbara E. Head,565-2109 Mauris Rd.,Billings,72069,Montana,Standard,7103E15E-A5D4-4B98-5A97-AE2485BABE33,PREPARING SHIPMENT
663944674_5CF8BD49-A6B5-688A-AAAA-B4DA5167C7F8,Phyllis J. Mullen,"Ap #188-7111 Nec, Road",Davenport,86554,Iowa,Next-Day,30B1A526-FE55-1222-A240-916603725258,PENDING COLLECTION
663944675_43EBE6DF-0E81-BF09-76CB-993FC5F62CC5,Sophia K. Maddox,749-7639 Suspendisse Rd.,Minneapolis,28413,Minnesota,Express,197164A3-734E-BAB9-60BA-B22CC7FA3105,PREPARING SHIPMENT
663944676_0EE1BA51-58A7-AF6D-2F3C-12CF674862F2,Ezekiel N. Ferrell,3227 Orci. Av.,Newport News,24204,VA,Next-Day,3DAAC36F-EFC5-C78D-5FF5-714CCC812749,DELIVERED
663944677_764C0CE8-1E04-F027-1A5D-48913EC44CCC,Moana W. Farrell,"P.O. Box 721, 2267 Blandit Av.",Tucson,85186,Arizona,Express,78457D88-61D0-10C9-9AE5-0000DD96D16C,IN NETWORK
663944678_3638C26F-8948-0256-A843-2E75AA136AE8,Vanna I. Lane,"P.O. Box 815, 7693 Sociis Rd.",Rockford,16343,Illinois,Standard,BDD7D622-BC1E-C100-222E-8645EEA9892D,HANDED TO CARRIER
663944679_288E4394-54DD-A3B1-29D1-A7E6C14BFCF0,Unity K. Trujillo,541-1157 Mattis Road,Toledo,20530,Ohio,Standard,56022018-6DC8-3504-99E4-6BC5109AC65E,PREPARING SHIPMENT
663944680_88DD283F-E527-1676-C5E7-890E8D230AF0,Malik I. Hayes,893-1154 Nisi St.,Columbus,14826,Georgia,Standard,BCA98852-CBE3-E27A-756B-E058F31CECC9,IN NETWORK
663944681_310824E7-6A8A-CBB2-C8E1-523D25E92A80,Aquila E. Reese,Ap #403-7829 Eu Road,Cheyenne,65388,WY,Next-Day,2A7897DB-19D0-82E2-1173-B5061819EB4B,PREPARING SHIPMENT
663944682_78EF2499-78DB-7536-976D-0438729EFDFA,Mercedes U. Tucker,"P.O. Box 477, 8516 Orci Av.",Gaithersburg,81764,Maryland,Express,636B499F-ED86-06D3-974B-E0757607C2AD,PENDING COLLECTION
663944683_4311B586-BAB4-9517-94C7-8AD0046AABD9,Anne K. Alexander,"P.O. Box 131, 3910 Mollis. St.",Grand Rapids,54148,Michigan,Express,4188F9A4-447F-6BD0-2982-25E1E3E3BF15,DELIVERED
663944684_00ED2B4D-38FC-8CE9-595F-A9DA506BA6E5,Graham W. Wallace,4071 Est Av.,Lawton,16906,Oklahoma,Next-Day,008F8AFF-75E7-C2AD-C152-9AD23929BF4C,IN NETWORK
663944685_2EEE90E3-DD18-7542-4251-110E6924DF14,Hollee O. Morrow,"P.O. Box 543, 7577 Pede. Rd.",Green Bay,89380,WI,Next-Day,ACC4187C-6D50-7D05-C6FD-978989C129C2,HANDED TO CARRIER
663944686_0D91E62C-C351-A190-638F-60334352126E,Molly B. Dean,"P.O. Box 793, 7532 Sem Avenue",Olympia,88654,Washington,Express,8FFCAB2A-EB54-C7A8-48AC-C16EC682721E,DELIVERED
663944687_8727EA5E-8C58-7E4C-179C-564A1831C75C,Castor A. Adkins,Ap #955-9995 Neque St.,Evansville,44574,IN,Next-Day,060A092B-919A-FF09-D657-653C32C8B236,IN NETWORK
663944688_1A161008-E7F7-9B4B-A535-03C9DD789B63,Lane F. Jefferson,674-3317 Ornare Ave,Lansing,47115,Michigan,Standard,560EA44C-1516-2451-8F5D-9734D21EA228,PREPARING SHIPMENT
663944689_CB841CDB-F166-C454-DC4B-E64FE1A4D882,Inez Z. Fields,8200 Ut Rd.,Fairbanks,99525,Alaska,Express,8FEED4D1-F5DC-053D-2269-D8F38FC5E97C,DELIVERED
663944690_A5EDE462-DA93-04E3-E3AE-C7D0A95CFC3F,Moses V. Tyler,Ap #524-5174 Iaculis Street,Baton Rouge,83178,LA,Standard,1917E13D-69FD-5A87-42C1-184F78A49925,PREPARING SHIPMENT
663944691_17982BB9-8079-A6F4-2C9D-5A5CED4E765D,Brennan E. Dennis,"P.O. Box 722, 9272 Etiam Road",Meridian,14564,ID,Express,0B5A43F4-E7A0-6D41-EECB-061F75389451,PREPARING SHIPMENT
663944692_DE3A24FE-91C8-A460-8F05-1406D0016F10,Candace D. Douglas,Ap #331-8289 Mauris St.,North Las Vegas,99556,Nevada,Express,2DBBE02C-8805-8941-087B-8B6B5ACDAED0,PENDING COLLECTION
663944693_DC657083-3A9E-1E61-22DF-B7151C37D373,Tad C. Schultz,"P.O. Box 542, 1772 Tortor Street",Rochester,84555,Minnesota,Next-Day,EC88CA98-A257-8849-9AB0-702D17E0A6D1,DELIVERED
663944694_57C78EF0-164E-06B2-810D-1F65C4CA4661,Scarlet M. Delgado,3878 Pellentesque St.,Baton Rouge,70823,Louisiana,Standard,6B1A67AC-E594-9BF9-8DF8-945CBAE113A9,PREPARING SHIPMENT
663944695_F1A8F880-18FA-34F1-00DC-BB1BF81DABEA,Anthony I. Price,528-3274 Ut St.,Akron,19984,OH,Next-Day,50F66998-6A19-AC87-AD6A-DB358CE7B387,PENDING COLLECTION
663944696_704BA842-5260-57C8-E9A4-97D03F43ABD1,Hedda D. Daniels,825-1877 Leo. St.,Kaneohe,11006,Hawaii,Express,53B84A5B-3B88-D636-D458-5C3618C9CE8F,IN NETWORK
663944697_A4A1EDDC-02CE-75B2-9DDB-0660EC0F76DF,Beau A. Howard,"1340 Ut, Rd.",Hartford,86583,Connecticut,Next-Day,F1C73112-AB38-8D3B-BABD-1CCEB75CE38A,HANDED TO CARRIER
663944698_AA789E26-2DFE-C8D5-1265-AA0A635032BB,Malcolm K. Bridges,"P.O. Box 476, 3885 Quisque St.",Hilo,89502,HI,Next-Day,83D0801F-78E9-D6AE-C330-4393DDF36361,PREPARING SHIPMENT
663944699_ED5A1C39-F4C8-BE71-B597-F087622A7075,Merrill E. Mercer,"P.O. Box 488, 4996 Donec Ave",Fresno,91025,CA,Express,68F53209-02A9-643E-EB96-FBBD1ED3B53E,DELIVERED
663944700_72A22326-E244-DFDA-8EAA-74C64BF27C58,Taylor S. Reed,2259 Nulla St.,Billings,27295,MT,Standard,A3412CDB-9AA4-1C9B-FE76-9A66218700E9,HANDED TO CARRIER
663944701_4C29D229-A70E-748D-43A7-F61345D98EA8,Lisandra M. Callahan,"534-1141 Elementum, Ave",Racine,73593,WI,Next-Day,6821285B-6572-8887-3BF4-A9F5A689D98D,PREPARING SHIPMENT
663944702_A7308D73-A926-9BC7-21AA-B6694C8935B4,Rinah R. Dickerson,3421 Mollis Av.,Knoxville,31693,TN,Express,A0D349A1-9879-C06A-86C1-B58668BDBB62,DELIVERED
663944703_C27CE861-27F3-B0F0-9188-40BCFF848A3B,Ursa E. Sherman,9526 Erat Rd.,Norman,61364,Oklahoma,Standard,31F99F72-B5DF-EB7E-5D7C-831603D61564,HANDED TO CARRIER
663944704_53F72F73-34A1-147A-BCD9-620344F3B888,Marvin V. Russell,Ap #345-8836 Risus. Rd.,Meridian,14943,Idaho,Standard,DFF852E0-117A-CAF9-FAA5-BA0B966F53D4,DELIVERED
663944705_703D1C77-3ABE-5802-406C-54539F5D604F,Adara C. Brewer,Ap #456-7827 Augue Rd.,Huntsville,35381,AL,Next-Day,3093552B-E8BF-2BDF-3ACB-52A26239901C,HANDED TO CARRIER
663944706_0129E29E-59FA-F799-58ED-BAD9596D0FAE,Tanya M. Sparks,Ap #559-7373 Neque. Av.,Norman,32929,Oklahoma,Express,18050358-3E9E-B9EF-C89C-114F5E404FFD,PREPARING SHIPMENT
663944707_2FF9085C-A531-480F-B9ED-5019BB4AB609,Alma E. Meyers,"140 A, Av.",Idaho Falls,97724,ID,Express,F88F3585-6B36-7DD8-15BB-43DB0DBBDF1B,IN NETWORK
663944708_E293367A-DD8D-1260-6C21-1A042BA404B8,Channing Y. Cabrera,"P.O. Box 202, 1661 Scelerisque Street",Fresno,96970,CA,Standard,F0C388F8-D796-E69A-603E-C24679EF963A,HANDED TO CARRIER
663944709_983C5112-9FDE-C83D-2AF9-DE81B799B658,Aurelia D. David,Ap #763-7058 Semper Rd.,Orlando,56380,FL,Next-Day,A6CC780B-51DC-0151-C62B-76E5802C60E1,DELIVERED
663944710_35613739-6B66-59D5-C5C4-2DAD188CA653,Alexis C. Franco,Ap #510-8586 Lobortis. Rd.,Stamford,12612,Connecticut,Express,C7F37A3C-22AF-08E3-5865-58810A1093EF,PENDING COLLECTION
663944711_A08F84D8-F033-DF84-4C56-47B40A0CA31A,Andrew L. Wynn,7370 Massa. Av.,Portland,15909,Oregon,Express,97A977B8-F66B-8991-2E24-86B978C26560,PENDING COLLECTION
663944712_219D7517-AD8E-D66C-3714-18BDE68A3DB8,Marshall E. Golden,"887-9911 Tellus, St.",Orlando,16809,Florida,Express,2AF310E8-797A-D30B-B728-AADB87E7A8EB,IN NETWORK
663944713_F003449C-77BA-2FA8-9FDB-ACA45B7F5541,Damon K. Rios,"P.O. Box 867, 3087 Molestie Road",Sacramento,95150,California,Standard,6FE5A12E-8E69-F750-2F48-5508003373C2,DELIVERED
663944714_D214FC4A-7891-DC6B-8C13-9C9C17EB2A6B,Wendy T. Knowles,110-9518 Sit Road,Green Bay,51863,Wisconsin,Express,5BEA84A4-D1ED-22DC-B83E-28A6FFB99A7D,PENDING COLLECTION
663944715_5401EB2A-E0CE-D3A8-4C02-820B8F8792D0,Basia A. Stokes,"P.O. Box 810, 2412 Scelerisque Rd.",Bridgeport,81159,CT,Next-Day,F1655664-311F-2745-BA2C-4D2FCC1A6DDF,IN NETWORK
663944716_B2F35001-F696-DE8B-5F03-50B2406A1359,Nomlanga J. Mccormick,Ap #915-3752 Nisi St.,Harrisburg,17683,PA,Express,788BF174-02E8-4E15-B438-5CC2A5997B77,PREPARING SHIPMENT
663944717_ED305215-B8AC-78B9-4696-A7308FCCE28B,Driscoll W. Brewer,177-3629 Nunc Street,Bellevue,97440,Nebraska,Standard,3D24E932-4AB0-976F-2AAF-C9BC411623DA,HANDED TO CARRIER
663944718_20C920FA-B94C-35CC-0B87-1B3AF5C7C59D,Nichole W. Salazar,843-329 Nibh Av.,Joliet,61192,Illinois,Next-Day,ED5431DF-C611-E388-0AD1-D31679A85FF4,IN NETWORK
663944719_CF4CC010-F95D-67E0-43B3-29A7E97D0C17,Eagan M. Rice,1727 Nibh Rd.,Salem,17587,OR,Next-Day,EEA4AD12-8CAC-2C52-7F82-B7936C9BABB7,PENDING COLLECTION
663944720_22773583-5930-F2A6-C43D-65825D9EF498,Gay K. Holden,"7563 Sem, Street",Georgia,16891,Georgia,Express,C056C92A-9770-62D0-25CB-0B86E117C7B5,HANDED TO CARRIER
663944721_02ECC441-48AF-5D25-1B7A-45D96837124D,Todd Q. Morrow,Ap #509-3596 Libero. Ave,Annapolis,22298,MD,Next-Day,4DAC6B17-C569-9A1A-AB0B-E05DB6B08FE7,PREPARING SHIPMENT
663944722_43149377-FD2D-02DC-DE63-04F4FB810DF1,Oliver A. Holder,"Ap #391-4742 Semper, Ave",Covington,65769,Kentucky,Express,162C88C1-BC7A-FF13-C0BE-E1E85FB0D69F,PENDING COLLECTION
663944723_9FA83878-8EF6-CBA8-71C1-DD55D0EE1FD1,Jeremy J. Terrell,323-2049 Ligula. St.,Shreveport,94912,LA,Express,1403548E-6397-5CD5-9B66-61B3FD9E70D2,PENDING COLLECTION
663944724_DB627F72-9E0C-A4F3-A9FD-A132B5891680,Charles L. Kramer,"P.O. Box 132, 1808 Amet Street",Louisville,25246,KY,Next-Day,908E2A21-BB42-087E-77D0-0F3C5B59ABC2,HANDED TO CARRIER
663944725_E9E93E48-587C-1775-BFB3-4EACC7F932F4,Amelia K. Murray,"P.O. Box 571, 2612 Nunc Road",Honolulu,84468,HI,Express,DF439F06-B149-8D85-13C7-8ADF9A1C568B,PENDING COLLECTION
663944726_1AC9D2D0-F6EF-7F50-A6FA-861345A03879,Kennedy B. Christian,"P.O. Box 514, 8010 Nulla St.",Oklahoma City,11350,Oklahoma,Express,1C6E66FD-9F06-A406-7054-8C7ED7CCC881,DELIVERED
663944727_8899E55B-6921-DA02-49ED-E948090A8E22,Britanni Q. Randall,2802 Eleifend Street,Missoula,43556,Montana,Express,1651D33E-C884-AA11-45CB-F367153917ED,PREPARING SHIPMENT
663944728_E65C3949-B27A-EAA6-0A4B-C21C3F52F776,Justin N. Atkins,236 Tellus Av.,Jacksonville,98596,FL,Standard,16151792-4819-8596-E48B-C77A263CC1BC,HANDED TO CARRIER
663944729_62543454-A7FE-591A-6641-71D1757FF623,Adam M. Taylor,8387 Netus Avenue,Pittsburgh,94278,Pennsylvania,Standard,CAEFD7BA-A464-C060-72A8-F9A4A96AE959,PREPARING SHIPMENT
663944730_30FE2CB0-E953-B2E4-214E-CCA3B2925104,Kaye C. Hunter,Ap #426-4905 Quisque Rd.,Bellevue,39532,WA,Next-Day,ED4C1DAC-03EA-3E1C-69D4-4C399F57EFDC,DELIVERED
663944731_F9348161-15C2-1D0E-54C2-428D2A220B96,Karyn C. Dawson,923-3407 Ultrices Avenue,Huntsville,35755,Alabama,Express,38AF3851-8A80-CC50-AE0A-365467E5096D,HANDED TO CARRIER
663944732_9834E579-0672-BDF7-B4DC-789F1C498EED,Bethany G. Duran,Ap #174-8283 Gravida St.,Newark,55189,Delaware,Express,5D2D78EF-0D2A-8B62-0045-04C8B9D852AC,PREPARING SHIPMENT
663944733_D6AED289-BD92-C4F5-CC9B-702ED1B23C56,Acton L. Roach,"2659 Lorem, Street",Fort Worth,32810,TX,Express,B5F93415-CF52-59AE-3825-5E825C8B17F9,PENDING COLLECTION
663944734_AC70B996-35A8-ADA5-5227-FABD5F797645,Kerry S. Mills,9193 Nunc Av.,Fort Wayne,42317,Indiana,Express,BFE2E312-7976-B4A2-0640-2EC57328408B,HANDED TO CARRIER
663944735_210D5815-AC38-8F13-C750-239C1905ABCF,Iola Q. Webb,"P.O. Box 210, 7547 Libero. Ave",Lafayette,50424,Louisiana,Express,2808B9CF-DAA9-2014-C829-64D9A8068757,PENDING COLLECTION
663944736_D760303A-09C9-9236-628B-3D630795AC2D,John W. Hall,850-7371 In Road,Memphis,48695,Tennessee,Standard,1AFCF42E-BECF-1419-FEBA-69657887674B,IN NETWORK
663944737_29A214C6-6C8A-775F-D141-C02A05269856,Tamekah I. Hays,"P.O. Box 148, 6299 Vel Rd.",Fairbanks,99534,Alaska,Next-Day,38D8D7B1-67B1-1142-1B3F-06F393A42FEA,PENDING COLLECTION
663944738_859CA081-8F5D-1212-8A3D-D85EC3E60930,Madonna X. Mccoy,"510-1907 Montes, St.",Ketchikan,99934,AK,Next-Day,FC16C774-5A70-F322-2016-62DEE05DE19C,PENDING COLLECTION
663944739_5841074C-299F-63FB-86F4-149DB63476A0,Tatiana L. Barnett,Ap #622-6007 Nulla Rd.,Kaneohe,64260,Hawaii,Standard,8091B1A9-EAC2-C97D-B2D4-2312F17CB8B6,HANDED TO CARRIER
663944740_2B5ADA02-299F-F6EE-2522-A9B303984507,Hanna G. Luna,Ap #404-1010 Arcu. Ave,South Burlington,61049,VT,Next-Day,512794DC-3A81-CC61-2A50-06A46BB0C17C,PREPARING SHIPMENT
663944741_EB21100B-DA03-7950-66DC-BA3990B58038,Riley K. Sampson,772-3809 Sagittis. Street,Birmingham,36626,AL,Standard,49A0DAF6-575A-AF68-7DEE-F4ECFF7FA8D6,HANDED TO CARRIER
663944742_AB8CDF21-42F8-23DE-8614-95F1652582BC,Tucker C. Rowe,"501-7921 A, Ave",Biloxi,28083,MS,Express,91C15772-14B4-EB11-D56E-9A7A73A554AF,DELIVERED
663944743_24767C10-D8B3-8FF9-CE9E-D350B9DFD29D,Merritt Z. Ward,1804 Nam Avenue,Norman,20323,OK,Next-Day,2ACE6056-418F-06F1-112B-E951F078EF30,DELIVERED
663944744_860694C4-42E4-9369-DE07-666E1C10EAFE,Macon Z. Bates,Ap #541-4844 Ac Rd.,Boston,18518,MA,Next-Day,5F933E9E-898C-7424-F720-EBDCADDF3047,PREPARING SHIPMENT
663944745_9BFCC55C-1442-E8EB-6734-7D1AD4331B83,Helen C. Massey,"Ap #979-2772 Non, St.",Reading,37286,Pennsylvania,Standard,BD4D11FB-9CEC-DA4C-E1B0-F92219BE8C64,PENDING COLLECTION
663944746_E5E35C90-92F2-9B53-17EA-054DADDF8E67,Rajah E. Guzman,138-2605 Nunc Ave,Gulfport,19490,MS,Express,6D775069-C79F-B918-93E0-311B099F022C,PENDING COLLECTION
663944747_A30244AB-664B-3083-B203-05DA1CEC7688,Ivory G. Ruiz,575-781 Suspendisse Street,Erie,84442,Pennsylvania,Express,6D14BBF5-DC5A-2C38-64E4-E1CF313F57FF,PENDING COLLECTION
663944748_70A986CD-128A-F8F1-4AD7-0357C9402C7C,Charlotte Y. Grimes,6553 Tellus. Rd.,Tallahassee,80544,FL,Standard,36B54E67-EEB5-D4FD-7528-CF02C6A31B55,PENDING COLLECTION
663944749_656B8F9A-B2C3-8C95-8111-F27E7B496706,Quinlan V. Buckley,3949 Vel Road,Cleveland,13344,OH,Standard,A55876F3-1382-C893-5324-00F4A84BFC13,IN NETWORK
663944750_48035C06-395A-3669-E047-2DF825A29754,Seth U. Cummings,342-1140 Aenean St.,Vancouver,68953,Washington,Express,73625AEC-5B9A-AE8D-CD4E-30A597F7AB48,HANDED TO CARRIER
663944751_EC0E87F7-A3DF-B764-B30F-B07AD55FDC90,Xerxes U. Conrad,"1856 Mauris, Street",Cambridge,75383,MA,Next-Day,2B499FA7-270F-D694-E698-8039B4CD2BFE,IN NETWORK
663944752_7FE8A4EE-45BF-0FEF-C5AA-5971F17F2D0B,Troy Y. Carr,750-6125 Venenatis Av.,Fort Collins,65624,CO,Next-Day,48E65394-2753-2E71-4623-1394DECAE47E,IN NETWORK
663944753_FCF7A4E4-E6D7-CDBA-8592-824A24429800,Evan Q. Gillespie,"P.O. Box 105, 8593 Auctor Rd.",Baltimore,47915,MD,Express,0D89751F-1EBC-6413-6908-6CAC0919475E,HANDED TO CARRIER
663944754_EFB0B17E-89B2-70AB-F8F5-0E958262EDAA,Ann X. Swanson,675-1964 Nisi Avenue,Chicago,13430,IL,Express,03F55FC8-EE0A-B4D1-8F6E-70307FB5CAAE,DELIVERED
663944755_7E09AAD2-AF43-7EF8-2FDE-0208542BC10D,Charity D. Bullock,763-5038 Tincidunt St.,Akron,80826,OH,Express,3262FBDD-17BC-DADA-82E3-3D25E2E3C64B,HANDED TO CARRIER
663944756_0C7DA3BA-0F4B-2D5B-A666-A598897835EE,Keith E. Duran,"P.O. Box 142, 5760 Placerat St.",Bridgeport,43288,CT,Express,4C40BC60-7D15-AEFA-81C2-C36B1C6DA960,DELIVERED
663944757_5D1D96FA-38AD-D371-47FB-785327C3975B,Tana Q. Harper,Ap #225-9305 Nullam St.,St. Petersburg,29261,FL,Next-Day,7844EED6-EAF5-673A-5975-6E26B39E81C8,PENDING COLLECTION
663944758_66F19B17-A3D1-90FE-0FE1-7EAAE0EAD4D1,Luke T. Salinas,"P.O. Box 104, 8112 Quam Av.",Cincinnati,30472,OH,Next-Day,61B04032-53E5-F352-FFB5-12D39C17E0A7,PENDING COLLECTION
663944759_B66BE062-B6BB-4792-01A8-D50AADFB50F4,Jasper S. Skinner,461-8741 Etiam St.,Shreveport,15645,Louisiana,Standard,A66BEBBE-FBB5-A6C5-0412-BBFCC3BF5997,DELIVERED
663944760_AF120C58-8BAD-330B-BA38-F9022EC062CC,Josephine G. Le,2133 Scelerisque Avenue,Jefferson City,57619,MO,Standard,A0AE372F-2E70-982A-747E-8CBF59F56EFE,PREPARING SHIPMENT
663944761_EB22D103-90FB-13B1-BE38-2F9599C93350,May L. Wells,8388 Semper Avenue,Phoenix,85154,Arizona,Express,9DC032DB-FC51-724D-1B4A-EBE72ADBDF45,IN NETWORK
663944762_06416EED-37D1-1F9F-7C06-D43CA7B176B5,Meredith Y. Sparks,"9024 Sed, Road",Great Falls,48646,MT,Next-Day,3117BEB6-08CE-BEC9-3536-B89B8E0824D4,PENDING COLLECTION
663944763_C5FCF850-2B9F-BC0B-1B93-9A16676ADE67,Kibo R. Galloway,"P.O. Box 434, 3193 Ut Av.",Frankfort,56548,KY,Standard,565BC3B5-D261-A5B7-6186-9751A36A788D,DELIVERED
663944764_39DCC2E2-22AC-1316-1C6A-D8B760026040,Nerea Q. Dean,"P.O. Box 311, 2501 Pellentesque Avenue",Grand Rapids,54313,MI,Express,1609AEE1-84B1-C84B-6B27-52B11115AEF0,DELIVERED
663944765_6FDD9209-CD38-620C-766E-4113FEB9FED6,Kylie V. Gutierrez,9032 Inceptos Rd.,Salt Lake City,52582,UT,Express,65EFA922-4C12-C494-E636-461ACB9953E7,IN NETWORK
663944766_D5215B07-A4E4-8137-E893-1B878647CE72,Jonah X. Smith,"P.O. Box 167, 1730 Nec, St.",Bellevue,40848,Nebraska,Next-Day,9D4091AE-5B0B-B723-824C-AE50CF2DA5C0,IN NETWORK
663944767_3EBF319F-2B01-B105-C9C3-650400C78997,Burke F. Kramer,744-9477 Integer Rd.,Rockville,81747,MD,Express,65AD1665-F783-C836-4F20-57D6259909E1,HANDED TO CARRIER
663944768_48A7218A-1C16-F836-8555-15CBB16C04F6,Oliver B. Lowe,3647 Orci Av.,Houston,50118,TX,Next-Day,CBBAA914-D3C1-C0E8-740D-19C8ACDE1526,PENDING COLLECTION
663944769_155F99A3-F66F-BECA-933F-197ABF01AC1F,Leo K. Guy,"P.O. Box 893, 6886 Nisi. Street",Chandler,85160,Arizona,Standard,BDC72EE9-7B6D-D1D4-1B1B-665F4A2C9533,PREPARING SHIPMENT
663944770_0F0BA372-96E4-0D4C-9A79-9778858098CD,Holmes V. Jennings,"P.O. Box 728, 1301 Mattis. Street",Racine,46103,WI,Next-Day,8D572A4B-3F64-040C-6081-2659987CF9F0,DELIVERED
663944771_2A9352F4-D11D-5884-B080-19BFEB792115,Angelica G. Norton,"P.O. Box 250, 882 Dictum Av.",Birmingham,36979,AL,Standard,75AD518D-F32E-D311-A6BD-B9C80777A302,HANDED TO CARRIER
663944772_5C078C26-B798-202D-BDCA-3DA45CA57087,Aaron K. Potts,8451 Amet Avenue,Miami,80768,FL,Express,A700EE4B-62B3-ACAF-8825-F6D63858CDDE,HANDED TO CARRIER
663944773_87520742-21F3-5740-7871-51E45B7547AC,Sybill E. Baird,3906 Blandit Ave,Great Falls,85187,Montana,Express,DE770F60-3A3C-5A7A-C074-96C094759618,PREPARING SHIPMENT
663944774_9A67BB8A-AFC0-EBD5-F093-50E14BB10E1B,Portia B. Larsen,"P.O. Box 648, 8973 Quisque Street",Tulsa,80802,OK,Express,8CE63A79-9B8F-AEC4-74A7-051C7F1CA285,PENDING COLLECTION
